annual_income,loan_amount,credit_score,employment_years,dti_ratio,age,num_credit_lines,savings_balance,loan_purpose,home_ownership,education,loan_to_income,savings_to_loan,approved
70400,101800,633,9,35.3,32,3,2850,home_improvement,mortgage,high_school,1.446,0.028,1
118100,38000,820,6,9.6,42,0,5060,debt_consolidation,rent,high_school,0.322,0.133,1
92000,43600,720,6,10.5,41,4,1380,debt_consolidation,rent,high_school,0.474,0.032,1
66000,50400,652,9,15.5,67,4,500,home_improvement,own,some_college,0.764,0.01,1
118700,147100,697,2,38.6,49,4,1430,medical,mortgage,some_college,1.239,0.01,0
66000,15900,597,8,9.0,43,10,350,major_purchase,mortgage,some_college,0.241,0.022,1
78600,23800,647,18,13.7,44,7,740,major_purchase,mortgage,some_college,0.303,0.031,1
47400,15300,657,3,15.6,58,1,510,home_improvement,rent,high_school,0.323,0.033,0
55800,28000,579,5,16.9,27,2,27260,medical,rent,bachelors,0.502,0.974,0
39600,33900,717,15,22.8,35,7,810,debt_consolidation,rent,some_college,0.856,0.024,0
84600,19300,642,6,11.4,44,5,4640,debt_consolidation,rent,bachelors,0.228,0.24,1
31900,35800,654,11,30.1,47,2,23470,major_purchase,rent,graduate,1.122,0.656,1
77000,14600,636,8,7.3,27,1,16160,debt_consolidation,mortgage,some_college,0.19,1.107,1
49700,29400,628,9,16.9,53,9,3250,debt_consolidation,own,graduate,0.592,0.111,1
91800,138700,509,3,26.0,30,13,3270,debt_consolidation,mortgage,high_school,1.511,0.024,0
76000,79400,549,3,19.4,34,11,6320,education,mortgage,some_college,1.045,0.08,1
122900,68300,749,10,12.8,39,8,94570,education,rent,bachelors,0.556,1.385,1
75300,29700,798,1,18.5,55,2,8760,debt_consolidation,rent,high_school,0.394,0.295,1
26700,20400,627,5,20.7,28,4,12530,debt_consolidation,mortgage,bachelors,0.764,0.614,1
52600,27000,793,9,20.0,41,7,117350,debt_consolidation,own,graduate,0.513,4.346,1
32000,58100,748,5,42.2,46,3,7250,debt_consolidation,mortgage,graduate,1.816,0.125,1
42900,109900,668,6,55.2,44,3,24510,debt_consolidation,mortgage,some_college,2.562,0.223,0
106900,112600,662,12,23.2,44,4,9590,debt_consolidation,rent,bachelors,1.053,0.085,0
72200,93100,700,16,31.5,46,7,9400,major_purchase,rent,bachelors,1.289,0.101,1
39600,35700,759,28,25.2,31,5,1280,other,mortgage,some_college,0.902,0.036,1
34300,60900,718,15,48.8,56,7,1010,debt_consolidation,rent,some_college,1.776,0.017,0
55000,47800,627,4,22.3,36,0,2400,debt_consolidation,rent,bachelors,0.869,0.05,0
31300,52000,670,3,40.8,35,4,16890,major_purchase,mortgage,some_college,1.661,0.325,1
40100,249200,706,4,65.0,52,9,15810,debt_consolidation,own,bachelors,6.214,0.063,0
62300,17400,758,9,10.2,31,1,31780,debt_consolidation,own,high_school,0.279,1.826,1
91100,50800,730,5,21.5,41,4,4840,debt_consolidation,rent,bachelors,0.558,0.095,0
71200,139800,708,3,50.9,30,10,10430,major_purchase,rent,some_college,1.963,0.075,0
19300,21500,694,18,29.1,65,2,10500,debt_consolidation,rent,high_school,1.114,0.488,1
62100,38200,761,4,16.3,63,8,4230,debt_consolidation,rent,bachelors,0.615,0.111,1
56000,41300,746,9,23.1,36,6,3130,medical,mortgage,some_college,0.738,0.076,1
65300,51200,707,9,23.2,43,4,610,debt_consolidation,mortgage,bachelors,0.784,0.012,1
112100,19600,626,1,20.0,38,5,3970,education,own,high_school,0.175,0.203,1
21400,90800,717,17,65.0,34,3,4250,home_improvement,rent,high_school,4.243,0.047,0
41500,95500,679,2,45.7,39,7,24060,debt_consolidation,mortgage,bachelors,2.301,0.252,1
70700,85500,658,1,34.9,37,5,27620,debt_consolidation,rent,some_college,1.209,0.323,0
26600,32600,554,4,33.2,21,6,6030,education,mortgage,some_college,1.226,0.185,0
105300,63600,766,3,22.6,40,6,88320,debt_consolidation,mortgage,some_college,0.604,1.389,1
63900,31900,611,15,18.8,37,4,6410,debt_consolidation,rent,some_college,0.499,0.201,0
79300,47400,696,8,22.8,41,3,20870,debt_consolidation,rent,graduate,0.598,0.44,1
41900,270300,603,4,65.0,37,8,4270,other,rent,high_school,6.451,0.016,0
78100,64000,623,1,21.7,34,1,1000,other,own,some_college,0.819,0.016,0
87600,26100,683,8,13.9,47,4,2710,major_purchase,own,some_college,0.298,0.104,1
60200,67900,612,5,27.8,43,7,38700,debt_consolidation,mortgage,high_school,1.128,0.57,1
60200,23200,760,9,16.3,53,6,3400,debt_consolidation,mortgage,bachelors,0.385,0.147,1
61200,25900,639,8,15.9,43,2,2560,debt_consolidation,own,high_school,0.423,0.099,1
36700,28900,740,3,20.9,35,5,4890,debt_consolidation,mortgage,high_school,0.787,0.169,1
50700,43900,572,10,22.9,44,2,2850,other,rent,some_college,0.866,0.065,1
50600,115400,531,2,49.0,61,9,26140,major_purchase,mortgage,some_college,2.281,0.227,0
64400,89800,665,5,26.0,41,2,68850,debt_consolidation,mortgage,graduate,1.394,0.767,0
85000,86300,551,5,30.4,62,5,4960,medical,rent,bachelors,1.015,0.057,0
33600,27700,814,6,24.2,28,7,10470,debt_consolidation,own,high_school,0.824,0.378,1
51200,41000,554,1,20.0,25,6,19160,home_improvement,mortgage,high_school,0.801,0.467,0
105500,72400,596,15,22.7,42,5,5720,debt_consolidation,own,bachelors,0.686,0.079,1
38800,38600,720,3,23.9,41,8,1440,home_improvement,mortgage,high_school,0.995,0.037,0
37400,49300,635,1,29.7,41,3,2770,debt_consolidation,rent,high_school,1.318,0.056,1
59300,81500,555,8,34.2,40,7,8750,debt_consolidation,own,graduate,1.374,0.107,0
79200,46900,599,22,24.4,31,6,8530,other,own,bachelors,0.592,0.182,1
54500,70100,668,1,32.3,21,6,400,other,mortgage,some_college,1.286,0.006,1
98500,182600,667,12,38.3,41,5,2670,home_improvement,own,high_school,1.854,0.015,1
79700,53100,745,6,18.6,23,3,1750,medical,mortgage,bachelors,0.666,0.033,1
79100,136700,724,2,42.5,22,6,16900,debt_consolidation,mortgage,some_college,1.728,0.124,0
69500,88600,614,5,32.6,33,7,1850,debt_consolidation,mortgage,some_college,1.275,0.021,1
154400,21400,657,18,14.3,42,1,2580,debt_consolidation,rent,some_college,0.139,0.121,1
49400,27700,665,16,19.7,59,4,2450,debt_consolidation,mortgage,graduate,0.561,0.088,1
22000,33400,748,32,38.4,48,4,14880,home_improvement,own,high_school,1.518,0.446,1
111500,32900,585,11,21.4,53,7,19080,medical,mortgage,bachelors,0.295,0.58,1
44100,56200,620,4,25.5,45,6,9810,medical,own,bachelors,1.274,0.175,0
56900,92100,684,12,46.8,42,5,23130,home_improvement,own,some_college,1.619,0.251,0
97700,144200,586,3,38.3,65,5,27710,home_improvement,mortgage,graduate,1.476,0.192,0
26300,74300,574,6,65.0,23,5,390,major_purchase,mortgage,high_school,2.825,0.005,0
30800,43800,610,3,29.7,33,7,11260,other,own,bachelors,1.422,0.257,0
26400,13900,602,10,19.0,34,4,2930,debt_consolidation,mortgage,some_college,0.527,0.211,1
37900,62900,649,10,38.5,47,3,850,home_improvement,mortgage,some_college,1.66,0.014,1
66000,61000,601,3,28.2,27,3,3140,other,mortgage,bachelors,0.924,0.051,1
68600,68100,744,14,27.7,46,4,13670,home_improvement,own,bachelors,0.993,0.201,1
61300,261500,618,17,65.0,44,4,37700,medical,rent,some_college,4.266,0.144,0
28700,142700,609,4,65.0,46,4,750,home_improvement,rent,some_college,4.972,0.005,0
19200,103700,651,9,65.0,46,1,11680,other,rent,some_college,5.401,0.113,1
55500,30500,769,18,15.8,54,3,77020,education,mortgage,graduate,0.55,2.525,1
43800,41800,703,8,27.0,37,2,63770,home_improvement,mortgage,bachelors,0.954,1.526,1
66600,56000,676,5,21.1,43,6,103820,debt_consolidation,rent,some_college,0.841,1.854,1
74300,34800,563,6,15.9,29,2,18870,home_improvement,mortgage,some_college,0.468,0.542,1
57700,85000,587,4,28.8,27,2,190,debt_consolidation,rent,graduate,1.473,0.002,1
76300,76900,576,14,26.4,57,6,1680,debt_consolidation,rent,bachelors,1.008,0.022,0
60100,28000,796,13,12.7,29,6,28590,home_improvement,mortgage,bachelors,0.466,1.021,1
68800,138400,730,3,44.1,45,1,8140,home_improvement,mortgage,bachelors,2.012,0.059,0
39500,64300,611,4,33.0,43,3,2200,education,mortgage,high_school,1.628,0.034,0
50000,17800,637,1,14.3,50,6,5390,debt_consolidation,mortgage,high_school,0.356,0.303,1
59200,57800,614,9,29.2,19,4,10550,debt_consolidation,rent,some_college,0.976,0.183,1
78400,72900,609,2,22.4,47,3,2180,major_purchase,mortgage,some_college,0.93,0.03,1
45400,118300,724,24,51.2,37,4,4110,major_purchase,mortgage,bachelors,2.606,0.035,1
68500,47300,660,3,23.6,31,10,17250,debt_consolidation,mortgage,bachelors,0.691,0.365,1
48100,106900,791,0,51.7,35,7,1840,debt_consolidation,rent,graduate,2.222,0.017,0
51400,68300,796,2,33.6,49,1,740,debt_consolidation,mortgage,high_school,1.329,0.011,1
78700,23800,742,8,11.6,46,6,2010,education,mortgage,bachelors,0.302,0.084,1
22100,22200,649,6,23.6,36,3,1420,debt_consolidation,rent,graduate,1.005,0.064,1
30200,131400,735,3,65.0,25,5,2110,home_improvement,rent,high_school,4.351,0.016,0
27800,138300,655,5,65.0,26,4,440,other,rent,high_school,4.975,0.003,0
19000,75100,823,4,65.0,46,1,6840,debt_consolidation,rent,graduate,3.953,0.091,0
39900,170600,719,9,65.0,23,8,16560,education,rent,high_school,4.276,0.097,0
75900,125400,707,2,42.7,36,4,1580,medical,rent,bachelors,1.652,0.013,1
47700,96600,695,7,45.3,67,5,1970,home_improvement,rent,some_college,2.025,0.02,1
59200,31600,832,7,22.5,43,2,3780,other,mortgage,some_college,0.534,0.12,1
88400,201200,563,6,53.0,46,6,1370,debt_consolidation,rent,graduate,2.276,0.007,0
98500,87200,841,8,22.7,26,6,19480,education,rent,some_college,0.885,0.223,1
52500,45700,669,5,22.5,24,6,1420,debt_consolidation,mortgage,some_college,0.87,0.031,1
99600,37500,565,10,18.6,46,4,2350,debt_consolidation,rent,high_school,0.377,0.063,0
56500,71700,621,6,33.9,34,8,1690,debt_consolidation,other,high_school,1.269,0.024,0
37200,18600,544,14,20.9,50,5,20140,home_improvement,mortgage,some_college,0.5,1.083,1
41500,97700,740,7,50.3,39,9,3560,debt_consolidation,mortgage,bachelors,2.354,0.036,0
27800,30700,596,14,28.4,32,2,80050,debt_consolidation,mortgage,high_school,1.104,2.607,0
36300,77600,699,4,45.5,42,3,8060,debt_consolidation,rent,some_college,2.138,0.104,1
46100,41600,781,2,24.0,29,4,24880,debt_consolidation,other,some_college,0.902,0.598,1
77800,49800,627,10,16.8,50,7,3120,debt_consolidation,mortgage,bachelors,0.64,0.063,1
117500,35200,662,6,13.1,43,5,1310,major_purchase,rent,high_school,0.3,0.037,1
29100,53500,574,0,40.5,28,1,4690,major_purchase,rent,graduate,1.838,0.088,1
64700,224700,651,3,65.0,35,5,1900,major_purchase,rent,graduate,3.473,0.008,0
33900,157900,751,8,65.0,54,14,300,major_purchase,mortgage,high_school,4.658,0.002,0
67100,76700,662,6,22.9,52,7,20310,debt_consolidation,mortgage,some_college,1.143,0.265,1
51100,58800,633,3,30.1,23,6,5150,debt_consolidation,mortgage,bachelors,1.151,0.088,1
23800,108100,681,6,65.0,33,7,1840,medical,own,high_school,4.542,0.017,0
82300,132100,696,7,33.5,59,4,8320,home_improvement,mortgage,bachelors,1.605,0.063,1
41300,33500,649,1,19.6,37,1,5250,major_purchase,mortgage,graduate,0.811,0.157,1
42600,56700,730,14,33.8,41,10,35370,debt_consolidation,rent,bachelors,1.331,0.624,0
33500,16700,603,16,7.9,50,6,9010,debt_consolidation,rent,high_school,0.499,0.54,1
40400,131400,603,3,65.0,24,6,3950,home_improvement,own,high_school,3.252,0.03,0
65700,254100,716,22,65.0,28,4,12980,major_purchase,rent,some_college,3.868,0.051,0
49800,63300,585,6,27.0,35,1,4670,other,own,high_school,1.271,0.074,0
62800,13500,746,3,12.6,52,9,6360,home_improvement,mortgage,bachelors,0.215,0.471,1
63800,91700,683,3,29.0,50,4,27350,medical,own,some_college,1.437,0.298,0
98200,31800,529,21,13.7,47,6,960,major_purchase,mortgage,bachelors,0.324,0.03,1
46400,37600,694,2,17.6,37,5,1470,other,rent,bachelors,0.81,0.039,1
27900,92800,541,7,65.0,51,6,2730,education,mortgage,high_school,3.326,0.029,0
87600,71600,743,8,26.2,37,6,3350,debt_consolidation,own,bachelors,0.817,0.047,1
46700,42500,663,10,25.4,45,5,24810,debt_consolidation,mortgage,bachelors,0.91,0.584,1
89500,38000,842,6,11.8,49,3,680,other,rent,some_college,0.425,0.018,1
64400,65400,776,20,25.2,57,10,4720,major_purchase,mortgage,bachelors,1.016,0.072,1
51100,45000,594,22,22.9,38,6,2270,home_improvement,rent,high_school,0.881,0.05,1
63400,27500,513,17,16.8,35,2,53140,major_purchase,mortgage,bachelors,0.434,1.932,0
130300,47400,620,8,16.1,53,3,16940,debt_consolidation,mortgage,graduate,0.364,0.357,1
137900,75900,581,12,18.8,54,6,6860,medical,mortgage,bachelors,0.55,0.09,1
55900,52900,840,5,26.4,33,1,19080,home_improvement,rent,high_school,0.946,0.361,1
58200,22300,684,14,14.2,26,1,770,education,rent,some_college,0.383,0.035,1
87900,119700,764,4,33.9,52,2,83990,major_purchase,own,graduate,1.362,0.702,1
37000,8800,660,3,9.7,21,7,1510,debt_consolidation,mortgage,bachelors,0.238,0.172,1
62900,43800,669,2,16.3,20,4,28560,other,mortgage,some_college,0.696,0.652,1
53500,38800,682,9,28.4,36,6,10640,home_improvement,rent,bachelors,0.725,0.274,1
62400,66400,779,18,28.8,39,4,7120,medical,rent,high_school,1.064,0.107,1
37200,88700,711,19,58.1,26,4,26940,debt_consolidation,mortgage,graduate,2.384,0.304,0
26500,131800,595,0,65.0,40,8,19840,home_improvement,mortgage,some_college,4.974,0.151,0
21300,36400,822,13,48.4,40,1,5710,medical,mortgage,high_school,1.709,0.157,1
32800,90300,660,2,57.9,32,3,2720,major_purchase,rent,high_school,2.753,0.03,0
44100,68700,646,28,40.6,60,2,5840,other,mortgage,high_school,1.558,0.085,1
47500,18100,444,2,15.0,42,2,4260,medical,own,bachelors,0.381,0.235,0
129500,226500,738,1,40.1,50,5,8070,debt_consolidation,rent,bachelors,1.749,0.036,1
89100,21900,693,13,12.0,21,4,20510,education,own,bachelors,0.246,0.937,1
35100,80300,693,4,47.2,21,3,9470,other,rent,some_college,2.288,0.118,0
63400,78700,650,4,34.3,43,4,6370,other,mortgage,bachelors,1.241,0.081,0
45100,72600,636,3,36.9,58,7,1970,other,rent,bachelors,1.61,0.027,0
47700,42400,653,3,27.3,26,5,7740,major_purchase,mortgage,bachelors,0.889,0.183,1
58900,106800,724,13,44.3,39,1,460,medical,own,bachelors,1.813,0.004,1
71600,20100,739,2,18.7,24,3,1610,major_purchase,rent,high_school,0.281,0.08,1
46500,57200,665,5,31.8,30,4,11480,debt_consolidation,rent,bachelors,1.23,0.201,1
87400,40300,765,2,10.3,40,3,16970,education,mortgage,high_school,0.461,0.421,1
32400,37300,678,7,27.4,32,4,4770,debt_consolidation,rent,bachelors,1.151,0.128,1
54300,80800,642,4,34.7,23,3,6510,home_improvement,mortgage,some_college,1.488,0.081,0
174400,127300,701,9,21.2,23,4,8250,debt_consolidation,mortgage,high_school,0.73,0.065,1
59900,47100,569,10,27.4,43,4,12760,debt_consolidation,own,high_school,0.786,0.271,1
103300,103400,704,18,30.6,44,4,3710,medical,mortgage,graduate,1.001,0.036,1
56500,62000,553,27,27.2,44,2,1240,home_improvement,mortgage,some_college,1.097,0.02,0
70400,32100,597,3,25.9,27,2,8450,home_improvement,rent,some_college,0.456,0.263,0
52800,50000,513,11,23.7,49,4,76240,home_improvement,rent,graduate,0.947,1.525,0
50200,48600,670,4,24.4,45,10,1350,major_purchase,own,some_college,0.968,0.028,0
38100,36800,821,9,21.0,38,8,4110,debt_consolidation,rent,bachelors,0.966,0.112,1
65800,80800,675,9,23.9,36,3,2860,home_improvement,own,bachelors,1.228,0.035,1
36900,70600,739,9,37.7,30,11,144130,debt_consolidation,own,bachelors,1.913,2.042,1
73100,19700,719,11,16.9,40,6,1280,other,own,high_school,0.269,0.065,1
88300,18800,619,7,14.8,55,5,3930,debt_consolidation,mortgage,graduate,0.213,0.209,1
63900,80600,631,4,27.2,50,6,2950,other,rent,bachelors,1.261,0.037,1
47600,33800,685,7,21.2,35,6,850,debt_consolidation,mortgage,some_college,0.71,0.025,1
66500,74000,631,25,31.3,43,6,790,debt_consolidation,rent,bachelors,1.113,0.011,1
47200,103400,637,4,39.3,25,6,10890,other,mortgage,high_school,2.191,0.105,0
82500,24600,768,5,20.5,46,4,13250,major_purchase,mortgage,high_school,0.298,0.539,1
23800,22300,772,3,29.1,28,5,2250,debt_consolidation,mortgage,bachelors,0.937,0.101,0
46600,193300,545,1,65.0,45,3,35330,major_purchase,rent,bachelors,4.148,0.183,0
22100,76600,615,6,65.0,70,5,210,debt_consolidation,mortgage,some_college,3.466,0.003,0
27600,44600,645,10,28.9,31,5,840,debt_consolidation,mortgage,bachelors,1.616,0.019,1
100100,31100,735,3,12.7,70,4,1550,debt_consolidation,mortgage,graduate,0.311,0.05,1
81100,41900,782,16,22.3,43,3,4850,debt_consolidation,rent,high_school,0.517,0.116,1
39200,26000,645,9,19.9,29,7,2610,debt_consolidation,mortgage,some_college,0.663,0.1,1
27600,111100,649,13,65.0,29,4,3710,home_improvement,other,some_college,4.025,0.033,0
14300,34800,735,8,57.6,64,4,9690,education,mortgage,graduate,2.434,0.278,1
42400,128700,627,5,65.0,43,4,37790,debt_consolidation,mortgage,high_school,3.035,0.294,0
161000,45200,673,4,12.0,31,6,15110,debt_consolidation,rent,some_college,0.281,0.334,1
65900,28800,649,8,18.2,35,3,5320,debt_consolidation,mortgage,graduate,0.437,0.185,1
42100,44400,462,8,20.3,42,4,4390,other,own,bachelors,1.055,0.099,1
66800,9500,695,4,12.5,37,3,22970,debt_consolidation,rent,high_school,0.142,2.418,1
26800,55000,669,5,47.9,41,4,68730,debt_consolidation,mortgage,graduate,2.052,1.25,0
47400,53200,793,22,28.8,57,4,12010,other,mortgage,high_school,1.122,0.226,1
56700,106700,685,7,46.5,25,1,2470,home_improvement,mortgage,some_college,1.882,0.023,0
52100,16000,578,7,14.6,45,7,7070,debt_consolidation,rent,high_school,0.307,0.442,1
77300,135000,663,19,40.0,37,4,11070,major_purchase,mortgage,bachelors,1.746,0.082,0
63300,106300,507,8,45.6,32,4,2260,debt_consolidation,rent,some_college,1.679,0.021,1
73200,143800,582,6,39.5,49,7,16520,debt_consolidation,other,bachelors,1.964,0.115,0
39700,57700,739,13,39.7,21,6,7110,major_purchase,rent,some_college,1.453,0.123,0
81100,121800,663,11,40.3,40,5,25100,other,mortgage,some_college,1.502,0.206,1
112800,21400,763,8,14.8,36,5,1250,other,rent,bachelors,0.19,0.058,1
35000,98600,517,8,57.1,23,2,430,major_purchase,rent,bachelors,2.817,0.004,0
36300,34900,664,5,26.7,19,4,2840,debt_consolidation,mortgage,some_college,0.961,0.081,1
98800,18800,644,2,8.2,59,4,5080,home_improvement,rent,some_college,0.19,0.27,1
49700,27300,766,10,15.6,43,4,390,other,mortgage,some_college,0.549,0.014,1
101900,60100,742,1,19.1,38,3,2100,major_purchase,own,some_college,0.59,0.035,1
44400,33600,739,2,18.1,62,5,29640,debt_consolidation,rent,bachelors,0.757,0.882,1
104300,77900,816,5,20.5,49,4,10370,other,mortgage,high_school,0.747,0.133,1
57500,16900,653,5,8.9,57,5,5960,other,mortgage,some_college,0.294,0.353,1
60900,13500,798,11,14.6,25,4,1120,debt_consolidation,mortgage,bachelors,0.222,0.083,1
109500,156500,596,13,40.3,24,8,28290,major_purchase,mortgage,graduate,1.429,0.181,0
46000,112700,593,24,60.9,44,4,2740,education,rent,high_school,2.45,0.024,0
35500,28700,748,1,18.4,42,5,5610,debt_consolidation,rent,high_school,0.808,0.195,0
44300,59700,557,9,28.8,51,7,8690,other,rent,bachelors,1.348,0.146,0
66400,122200,733,9,40.9,20,4,6250,debt_consolidation,other,graduate,1.84,0.051,0
26800,80300,693,8,65.0,45,2,39680,debt_consolidation,own,bachelors,2.996,0.494,0
72200,66400,776,10,24.2,48,2,10990,other,own,some_college,0.92,0.166,1
42500,128900,679,11,65.0,48,3,7890,other,rent,high_school,3.033,0.061,0
90800,35900,689,17,17.7,33,2,4350,debt_consolidation,rent,graduate,0.395,0.121,0
18400,61200,728,8,61.3,43,5,9000,education,rent,bachelors,3.326,0.147,0
38000,59100,628,20,36.7,29,5,3660,major_purchase,rent,bachelors,1.555,0.062,1
25400,49500,624,8,38.6,34,6,6410,education,own,graduate,1.949,0.129,1
37400,45600,725,4,28.1,26,11,3050,home_improvement,rent,bachelors,1.219,0.067,0
60600,63000,682,8,25.5,29,6,2440,other,mortgage,high_school,1.04,0.039,1
50000,61300,650,3,33.5,35,6,1360,medical,mortgage,high_school,1.226,0.022,0
48300,28700,677,3,19.0,32,7,3360,medical,rent,high_school,0.594,0.117,0
50400,105000,820,6,44.1,29,6,3070,home_improvement,rent,graduate,2.083,0.029,1
59400,30200,647,5,26.0,23,1,63650,debt_consolidation,mortgage,some_college,0.508,2.108,1
34400,51400,644,16,31.8,59,4,19710,debt_consolidation,rent,bachelors,1.494,0.383,0
74500,48700,539,6,21.4,32,6,4070,debt_consolidation,rent,some_college,0.654,0.084,0
73000,76900,681,2,30.1,41,8,2720,other,mortgage,some_college,1.053,0.035,0
64400,13600,740,6,12.9,18,6,11630,major_purchase,own,some_college,0.211,0.855,1
69600,111700,756,8,33.7,52,9,74550,home_improvement,own,graduate,1.605,0.667,1
61900,37300,694,7,15.5,39,3,14990,debt_consolidation,mortgage,some_college,0.603,0.402,0
135400,140600,766,2,29.6,33,6,440,medical,mortgage,bachelors,1.038,0.003,1
52100,42800,747,18,27.4,33,9,16460,home_improvement,mortgage,high_school,0.821,0.385,1
47200,57900,779,1,30.3,47,5,21090,medical,own,some_college,1.227,0.364,1
38600,228600,768,7,65.0,28,4,106820,debt_consolidation,mortgage,high_school,5.922,0.467,0
